Manufacturer,Payment_Sum,Payment_Count,Payment_Mean,Year
Ferring International Pharmascience Center US,2278.88,3,759.63,2013
Ferring Pharmaceuticals AS,21980.17,27,814.08,2013
Ferring Pharmaceuticals Inc.,1259243.97,15137,83.19,2013
Ferring Pharmaceuticals LLC,7931.58,7,1133.08,2013
Ferring Pharmaceuticals LTD,18836.22,11,1712.38,2013
Ferring Pharmaceuticals Private Limited,64.77,1,64.77,2013
Ferring Research Institute Inc.,12872.4,14,919.46,2013
Ferring SA de CV,3074.0,2,1537.0,2013
Fidia Pharma USA Inc,14376.28,127,113.2,2013
Fisher & Paykel Healthcare Inc,27892.49,592,47.12,2013
Fisher & Paykel Healthcare Limited,66180.19,48,1378.75,2013
Fisher Scientific Company L.L.C.,15203.79,96,158.37,2013
"Flexuspine, Inc",790.0,4,197.5,2013
Flowonix Medical Incorporated,56926.41,127,448.24,2013
Focus Diagnostics Inc,17225.0,1,17225.0,2013
"Forest Research Institute, Inc.",500.0,1,500.0,2013
"Forestadent USA, Inc.",25750.6,48,536.47,2013
"Fort Worth Surgical Supply, LLC",98.0,1,98.0,2013
"Fresenius Kabi USA, LLC",20707.2,17,1218.07,2013
Fresenius USA Inc.,8931.42,10,893.14,2013
"Fresenius USA Marketing, Inc.",52341.04,374,139.95,2013
"Fujirebio Diagnostics, Incorporated",787400.0,4,196850.0,2013
"Fukuda Denshi USA, Inc.",490.8,9,54.53,2013
GAC International LLC,652272.53,1016,642.0,2013
GAMBRO AAB,465768.6,1717,271.27,2013
GC America Inc.,171767.05,723,237.58,2013
"GE Capital, Healthcare Financial Services, an unincorporated division of General Electric Capital Co",228.79,4,57.2,2013
GE Healthcare,2794479.51,2384,1172.18,2013
GENZYME CORPORATION,3007461.98,6587,456.58,2013
GLAUKOS CORPORATION,240615.41,491,490.05,2013
"GLYCOMARK, INC.",729.54,108,6.75,2013
GUERBET LLC,298615.74,186,1605.46,2013
"Galderma Laboratories, L.P.",1370756.23,11680,117.36,2013
"Galderma Research & Development, LLC",19387.97,25,775.52,2013
Galen US Inc,317.06,18,17.61,2013
"Galena Biopharma, Inc.",46716.08,408,114.5,2013
Galil Medical Inc.,73423.68,95,772.88,2013
Galt Medical,2596.19,14,185.44,2013
Gebauer Company,3962.41,29,136.63,2013
"Geistlich Pharma, North America, Inc.",63850.07,308,207.31,2013
Gemini Medical LLC,14858.31,86,172.77,2013
"GenMark Diagnostics, Inc.",1000.0,1,1000.0,2013
"Genentech USA, Inc.",8826103.41,46700,189.0,2013
"Genentech, Inc.",126781563.83,3036,41759.41,2013
"Genesys Orthopedics Systems, L.L.C.",269369.56,39,6906.91,2013
Genetics Institute LLC,300.0,1,300.0,2013
Gentleman Orthopedic Solutions,2145.14,7,306.45,2013
Genzyme Corporation,3307659.3,9598,344.62,2013
Georgia Cryotherapy LP,76288.24,255,299.17,2013
Gilead Sciences Inc,8994677.15,48582,185.14,2013
Given Imaging Ltd.,73722.58,34,2168.31,2013
"Given Imaging, Inc.",60385.77,522,115.68,2013
"GlaxoSmithKline, LLC.",14149624.18,22332,633.6,2013
"Global Care Quest, Inc.",141.43,6,23.57,2013
"Globus Medical, Inc.",4685360.95,3333,1405.75,2013
Goetze-Niemer Co,3254.03,16,203.38,2013
Goode Surgical Inc,2953.26,32,92.29,2013
"Gotham Surgical Solutions & Devices, Inc.",4312.34,36,119.79,2013
"Great Lakes Medical Services, LLC",142022.0,1368,103.82,2013
"Greatbatch, Inc.",16294.02,14,1163.86,2013
"Greer Laboratories, Inc.",16108.67,18,894.93,2013
"Grifols Shared Services North America, Inc.",131.05,1,131.05,2013
Grifols Therapeutics Inc.,21881.2,27,810.41,2013
"Grifols USA, LLC",649485.85,8271,78.53,2013
"Grifols, Inc.",153730.67,156,985.45,2013
"Grifols, S.A.",26461.68,22,1202.8,2013
Grunenthal USA Inc,13509.37,20,675.47,2013
Gulf States Cryotherapy LP,7203.28,8,900.41,2013
"Gyrus ACMI, Inc.",87874.2,35,2510.69,2013
"Gyrus ACMI, L.P.",8528.16,1,8528.16,2013
"Gyrus ENT, L.L.C.",45435.29,49,927.25,2013
Gyrus Medical GmbH,6230.06,1,6230.06,2013
"Gyrus Medical, Inc.",40326.21,16,2520.39,2013
H. Lundbeck A S,181832.98,91,1998.16,2013
HET Systems LLC,612.15,32,19.13,2013
HF Acquisition Co. LLC,18130.27,61,297.22,2013
"HILL-ROM HOLDINGS, INC",26335.99,15,1755.73,2013
HOLOGIC INC,1553895.15,6607,235.19,2013
HZNP USA Inc.,989.04,56,17.66,2013
"Haag-Streit USA, Inc.",26946.08,26,1036.39,2013
Haemonetics Corporation,182531.89,331,551.46,2013
Halozyme Inc,105979.19,227,466.87,2013
"Halt Medical, INC",244358.47,265,922.11,2013
Hand Biomechanics Laboratory,65296.42,2,32648.21,2013
"Hansen Medical, Inc.",33672.54,207,162.67,2013
Harvest Technologies Corp.,32589.41,127,256.61,2013
"HeartWare, Inc.",415588.68,964,431.11,2013
"Heidelberg Engineering, Inc.",238189.49,320,744.34,2013
Helena Laboratories Corporation,12767.98,40,319.2,2013
"Helix Medical, LLC",60893.57,8,7611.7,2013
Helsinn Healthcare SA,44194.21,28,1578.36,2013
"Henry Schein Financial Services, LLC",70.58,2,35.29,2013
Henry Schein Practice Solutions Inc.,16315.71,83,196.57,2013
"Henry Schein Puerto Rico, Inc.",1701.43,95,17.91,2013
"Henry Schein, Inc.",1836485.9,12294,149.38,2013
"Heraeus Kulzer, LLC",60896.45,484,125.82,2013
Hexal AG,8626.26,10,862.63,2013
"Hi-Tech Pharmacal Co., Inc.",155713.66,10,15571.37,2013
"Hill Dermaceuticals, Inc.",4500.0,1,4500.0,2013
"Hill-Rom Company, Inc",81151.07,84,966.08,2013
"Hill-Rom Services PTE, LTD",9800.0,1,9800.0,2013
"Hill-Rom Services, Inc",13496.32,8,1687.04,2013
"Hitachi Aloka Medical, Ltd.",45550.76,47,969.17,2013
"Hitachi Medical Systems America, Inc.",6528.53,76,85.9,2013
Hoffmann-La Roche Inc.,17260.9,13,1327.76,2013
Hoffmann-La Roche Limited,61618.95,53,1162.62,2013
Hollister Incorporated,55679.64,256,217.5,2013
"Horizon Pharma USA, Inc.",363813.53,36613,9.94,2013
"Hospira Worldwide, Inc.",307848.39,2104,146.32,2013
Hoya Surgical Optics GmbH,1067.53,1,1067.53,2013
"Hoya Surgical Optics, Inc",18625.19,103,180.83,2013
"Hu-Friedy Mfg. Co., LLC",156833.22,710,220.89,2013
Hutchinson Technology Inc.,6910.64,10,691.06,2013
Hydrogel Vision Corporation,2421.5,51,47.48,2013
Hyperion Therapeutics Inc.,38816.7,64,606.51,2013
"IBA Proton Therapy, Inc.",132.0,1,132.0,2013
"IDev Technologies, Inc.",5015676.58,13,385821.28,2013
"IMCLONE SYSTEMS, LLC",104586.41,8,13073.3,2013
IMRIS INC.,7365.32,16,460.33,2013
INNOCUTIS Holdings LLC,58774.48,753,78.05,2013
INO Therapeutics LLC,472513.88,297,1590.96,2013
INSULET CORPORATION,191214.01,1403,136.29,2013
INSYS Therapeutics Inc,2806026.41,6992,401.32,2013
"INTERNATIONAL REHABILITATIVE SCIENCES, INC",6769.34,110,61.54,2013
"IQuum, Inc.",133.13,1,133.13,2013
"ISTO TECHNOLOGIES, INC.",100400.91,80,1255.01,2013
ITxM Clinical Services,54546.57,34,1604.31,2013
ITxM Diagnostics,5850.0,12,487.5,2013
Iconacy_Orthopedic_Implants_LLC,1578.45,8,197.31,2013
"Ikaria,Inc.",121602.31,36,3377.84,2013
Illinois Cryotherapy LP,83615.67,100,836.16,2013
"Impax Laboratories, Inc.",104770.46,688,152.28,2013
"ImpediMed, Inc.",100793.77,10,10079.38,2013
Implant Direct International LLC,319959.62,2155,148.47,2013
Implant Direct Sybron International LLC,5111.77,3,1703.92,2013
"Impulse Monitoring, Inc.",10.61,1,10.61,2013
"InControl Medical, LLC",40899.0,7,5842.71,2013
"InSightec,Inc",2500.0,1,2500.0,2013
"InSightec,LTD",3650.0,1,3650.0,2013
"Incisive Surgical, Inc.",18.75,1,18.75,2013
Incyte Corporation,1172108.26,3726,314.58,2013
"Inland Surgical Products, LLC",380000.0,5,76000.0,2013
InnoVision Incorporated,109730.56,36,3048.07,2013
Innocutis Holdings LLC,137.44,9,15.27,2013
Innovasis Inc,182973.94,58,3154.72,2013
"Innovative Cryosurgery, LLC",213321.42,809,263.69,2013
"Innovative Lasers, LLC",102044.96,970,105.2,2013
"Innovative Medical Products, Inc.",79660.47,6,13276.74,2013
"Innovative Ophthalmic Products, Inc.",15500.0,9,1722.22,2013
Innovative Therapies Inc.,1646.1,3,548.7,2013
"Innovative Trauma Care, Inc.",10198.09,18,566.56,2013
"Inogen, Inc.",554.24,37,14.98,2013
"Inova Diagnostics, Inc.",1723.71,4,430.93,2013
Inova Labs Inc,3529.89,140,25.21,2013
"Insight Instruments, Inc.",20450.94,12,1704.24,2013
Institute for Transfusion Medicine,106138.33,30,3537.94,2013
Instrumentation Laboratory Company,18063.79,62,291.35,2013
Insulet Corporation,85160.51,367,232.04,2013
Integra  LifeSciences Sales LLC,12846.24,250,51.38,2013
"Integra Burlington MA, Inc",88.82,2,44.41,2013
Integra LifeSciences Corporation,659914.89,2057,320.81,2013
Integra LifeSciences France LLC,989.47,5,197.89,2013
"Integra Sales, Inc.",138.3,7,19.76,2013
"Integra York PA, Inc.",1624.39,13,124.95,2013
"Intercell USA, Inc.",2416.45,6,402.74,2013
"Interrad Medical, Inc.",35.22,1,35.22,2013
"Intersect ENT, Inc.",178746.35,1036,172.54,2013
"Interventional Spine, Inc.",14789.15,7,2112.74,2013
"Intra-Lock International, Inc.",22272.85,14,1590.92,2013
"Intuitive Surgical Operations, Inc.",579635.87,217,2671.13,2013
"Intuitive Surgical, Inc.",11911311.27,26737,445.5,2013
Invacare Corporation,558.96,6,93.16,2013
Ipsen Biopharm Limited,1234.06,8,154.26,2013
"Ipsen Biopharmaceuticals, Inc",225531.26,1325,170.21,2013
Ipsen Innovation,42371.48,39,1086.45,2013
Ipsen Pharma SAS,57785.18,22,2626.6,2013
"Iroko Pharmaceuticals, LLC",722606.03,1343,538.05,2013
"Ironwood Pharmaceuticals, Inc",304342.81,10409,29.24,2013
"IsoRay, Inc",95053.08,79,1203.2,2013
"IsoTis OrthoBioligics, Inc.",9439.2,89,106.06,2013
"Ivoclar Vivadent, Inc.",359501.94,1363,263.76,2013
"J. Morita USA, Inc.",30098.01,28,1074.93,2013
"Jacobus Pharmaceutical Company, Inc.",10711.6,6,1785.27,2013
Jan Medical Inc.,4260.35,12,355.03,2013
"Janssen Biotech, Inc.",1469558.56,38189,38.48,2013
"Janssen Diagnostics, LLC",62267.8,29,2147.17,2013
"Janssen Global Services, LLC",186475.32,150,1243.17,2013
"Janssen Pharmaceuticals, Inc",14015466.98,154652,90.63,2013
"Janssen Products, LP",1274562.65,4894,260.43,2013
"Janssen Research & Development, LLC",819717.61,407,2014.05,2013
"Janssen Scientific Affairs, LLC",3510644.74,5594,627.57,2013
"Janssen Supply Group, LLC",88.93,5,17.79,2013
Jazz Pharmaceuticals Inc.,1052957.7,5866,179.5,2013
Johnson & Johnson Health Care Systems Inc.,42941.14,594,72.29,2013
"Johnson & Johnson Medical Devices & Diagnostics Group - Latin America, L.L.C.",39675.39,45,881.68,2013
"Johnson & Johnson Vision Care, Inc.",1251428.49,9022,138.71,2013
Johnson and Johnson International,120679.56,560,215.5,2013
"Joimax, Inc.",34800.0,3,11600.0,2013
Jubilant DraxImage Inc.,24049.85,2,12024.92,2013
Jubilant HollisterStier LLC,10899.07,27,403.67,2013
JustRight Surgical LLC,1073.09,6,178.85,2013
K-V Pharmaceutical Company,508.87,1,508.87,2013
"K2M, Inc.",1384096.4,1313,1054.15,2013
KADMON PHARMACEUTICALS LLC,100970.52,1329,75.97,2013
"KARL STORZ ENDOVISION, INC.",92026.55,2,46013.28,2013
"KARL STORZ Endoscopia Mexico, S.A.",2140.71,5,428.14,2013
KARL STORZ Endoscopy-America,84483.32,10,8448.33,2013
"KARL STORZ IMAGING, INC.",1986.4,2,993.2,2013
"KARL STORZ Lithotripsy-America, Inc.",1103.04,14,78.79,2013
KARLSTORZ Endoscopy-America,4198021.72,8632,486.33,2013
"KCI USA, Inc",662686.97,2204,300.67,2013
KLS Martin L.P.,811122.76,512,1584.22,2013
"KONAN MEDICAL USA, INC.",40720.26,11,3701.84,2013
"KOWA COMPANY, LTD.",20559.58,4,5139.9,2013
KaVo Technologies LLC,343.76,9,38.2,2013
Kadmon Corporation LLC,34687.16,33,1051.13,2013
Kairos Surgical Inc,23564.05,93,253.38,2013
Kalitec Direct LLC,15000.0,1,15000.0,2013
Kansas Cryosurgery Associates LLC,46983.54,68,690.93,2013
"Katena Products, Inc.",5000.0,2,2500.0,2013
Kensey Nash,11278.61,16,704.91,2013
Kerr Corporation,1128478.78,2293,492.14,2013
Kettenbach LP,4901.83,148,33.12,2013
Keystone Dental Inc.,177249.15,119,1489.49,2013
"Keystone Surgical Systems, Inc.",11041.52,77,143.4,2013
"Kinamed, Inc.",6377.55,6,1062.92,2013
"Konica Minolta Medical Imaging USA, Inc.",1233.56,1,1233.56,2013
"Koven Technology, Inc.",1000.0,1,1000.0,2013
Kowa Pharmaceutical Europe Co. Ltd.,23633.6,7,3376.23,2013
"Kowa Pharmaceuticals America, Inc.",156066.87,9120,17.11,2013
"Kowa Research Institute, Inc.",15839.53,14,1131.4,2013
Kuraray America Inc.,17959.81,38,472.63,2013
Kurz Medical Inc,95.03,2,47.52,2013
LAERDAL MEDICAL CORPORATION,34998.54,7,4999.79,2013
"LAKE REGION MANUFACTURING, INC. D.B.A. LAKE REGION MEDICAL",23391.0,30,779.7,2013
LDR MEDICAL,33674.06,4,8418.52,2013
"LDR SPINE USA, INC",1059969.6,3543,299.17,2013
LEICA MICROSYSTEMS INC.,29204.9,8,3650.61,2013
"LENSAR, Inc.",176061.67,127,1386.31,2013
LEO Pharma AS,80581.28,161,500.5,2013
LEO Pharma Inc.,620881.51,5245,118.38,2013
"LILLY USA, LLC",8702777.12,119542,72.8,2013
"LIPOSCIENCE, INC.",240516.37,859,280.0,2013
LSI SOLUTIONS INC,109986.11,55,1999.75,2013
LUMARA HEALTH INC.,275478.52,1393,197.76,2013
Laborie Medical Technologies Corp.,10250.16,33,310.61,2013
Lannett Company Inc,2500.0,1,2500.0,2013
"Lantheus Medical Imaging, Inc.",483378.01,1722,280.71,2013
"Lanx, Inc.",8790779.41,1003,8764.49,2013
"Laser Specialty Medical, LLC",150543.32,1164,129.33,2013
"LeMaitre Vascular, Inc.",60648.07,440,137.84,2013
"Liberty Surgical, Inc",8591.23,83,103.51,2013
"Life Spine, Inc.",158345.36,133,1190.57,2013
Life Technologies Corporation,749.0,9,83.22,2013
LifeCell Corporation,3409410.7,9705,351.3,2013
LifeNet Health Inc.,29011.54,22,1318.71,2013
"LifeScan, Inc.",161994.35,5630,28.77,2013
LifeWatch Services Inc,153153.08,232,660.14,2013
"Linde Gas North America, LLC",15321.22,12,1276.77,2013
Linvatec Corporation,984259.97,1094,899.69,2013
Lombard Medical Technologies Inc.,34436.37,350,98.39,2013
Luitpold Pharmaceuticals Inc,162740.38,7008,23.22,2013
Luminex Corporation,49686.26,15,3312.42,2013
Luminex Molecular Diagnostics,42499.06,5,8499.81,2013
Lundbeck LLC,1115719.73,7535,148.07,2013
Lung Biotechnology Corp,145677.56,2960,49.22,2013
"Lupin Pharmaceuticals, Inc",89232.98,2324,38.4,2013
"Lutonix, Inc.",170567.65,62,2751.09,2013
"M2S, Inc",109330.52,19,5754.24,2013
MAKO Surgical Corp.,6915970.57,1322,5231.45,2013
"MAQUET Cardiovascular U.S. Sales, L.L.C.",188519.58,1406,134.08,2013
MED-EL Corporation,89879.37,213,421.97,2013
MEDACTA USA,396737.08,397,999.34,2013
MEDELA INC.,57393.9,17,3376.11,2013
MEDICAL INVESTMENT ADVISORS LLC,8700.0,5,1740.0,2013
MEDICOMP INC,8655.08,191,45.31,2013
"MEDTEC, Inc.",372.03,4,93.01,2013
"MIS Implants Technologies, Inc.",33220.72,62,535.82,2013
"MLH-RX, LLC",4500.0,5,900.0,2013
MORTARA INSTRUMENT INC,133333.0,1,133333.0,2013
"MRI Interventions, Inc.",131968.32,64,2062.0,2013
"MacuLogix, Inc.",10077.0,5,2015.4,2013
Magellan Diagnostics Inc,6473.0,14,462.36,2013
Maillefer Instruments Holding Sarl,105628.53,23,4592.54,2013
Mallinckrodt LLC,969531.3,11141,87.02,2013
Maquet Cardiopulmonary AG,117771.0,8,14721.38,2013
Maquet Cardiovascular L.L.C.,4243.03,6,707.17,2013
"Mar Cor Purification, Inc.",36.34,2,18.17,2013
"Marathon Pharmaceuticals, LLC",30830.06,5,6166.01,2013
"Marine Polymer Technologies, Inc.",16000.0,1,16000.0,2013
Masimo Corporation,845508.71,552,1531.72,2013
Materialise Dental Inc,13993.12,66,212.02,2013
Materialise Dental NV Belgium,9253.44,4,2313.36,2013
"Mauna Kea Technologies, Inc.",56877.77,181,314.24,2013
"Maxx Orthopedics, Inc.",106427.65,29,3669.92,2013
Mazor Robotics Inc.,308384.13,173,1782.57,2013
McKesson Corporation,35247.25,11,3204.3,2013
"McKesson Medical-Surgical, Inc.",194.15,16,12.13,2013
McKesson Patient Care Solutions Inc.,184.0,13,14.15,2013
McKesson Specialty Care Distribution Corp.,209785.09,1419,147.84,2013
"McKesson Technologies, Inc.",29857.44,64,466.52,2013
"MedImmune, LLC",917070.96,4925,186.21,2013
MedOne Surgical Inc,2500.0,1,2500.0,2013
"MedShape, Inc.",18346.12,17,1079.18,2013
"Meda Pharmaceuticals, Inc.",434661.11,7837,55.46,2013
Medacta USA,30.0,1,30.0,2013
"Medafor, Inc.",45000.0,10,4500.0,2013
Medartis Inc.,133660.16,88,1518.87,2013
Mederi Therapeutics Inc,62330.66,19,3280.56,2013
"Medical Engineering and Development Institute, Inc.",370093.63,216,1713.4,2013
Medical Graphics Corporation,99.42,4,24.86,2013
Medical Modeling Inc.,14635.57,60,243.93,2013
Medicomp Inc,1410.0,16,88.12,2013
Medicrea International,4503.66,5,900.73,2013
"Medicrea USA, Corp.",79478.24,213,373.14,2013
Medigus Ltd.,21085.0,3,7028.33,2013
"Medimetriks Pharmaceuticals, Inc.",74560.15,589,126.59,2013
Medinc of Texas,17919.3,137,130.8,2013
"Medistim USA, Inc.",1859.43,22,84.52,2013
Medisystems Corporation,70.18,1,70.18,2013
"Medivance, Inc.",1241.39,23,53.97,2013
Medivation Inc.,572632.9,4552,125.8,2013
Medivators Inc.,20524.58,87,235.91,2013
"Medline Industries, Inc.",389358.86,474,821.43,2013
Medrad Inc.,285461.75,257,1110.75,2013
"Medtronic MiniMed, Inc.",524066.83,5954,88.02,2013
"Medtronic Sofamor Danek USA, Inc.",16485973.22,12948,1273.24,2013
"Medtronic USA, Inc.",3722359.52,30157,123.43,2013
"Medtronic Vascular, Inc.",8426836.48,45062,187.01,2013
"Medtronic Xomed, Inc.",1246340.31,4074,305.93,2013
"Medtronic, Inc.",113529.87,862,131.71,2013
Medwest Associates,12257.91,32,383.06,2013
"Medyssey USA, Inc",30415.54,10,3041.55,2013
Megadyne Medical Products Inc,9855.25,9,1095.03,2013
"Meisinger USA, LLC",32271.77,19,1698.51,2013
Memphis Cryo Associates LP,35794.4,50,715.89,2013
Mentor Worldwide LLC,1514183.23,3583,422.6,2013
"Mercator MedSystems, Inc.",223.54,5,44.71,2013
"Mercedes Medical, LLC",2059.94,161,12.79,2013
Merck Sharp & Dohme Corporation,9897041.25,77363,127.93,2013
"Mercury Enterprises, Inc.",96.59,3,32.2,2013
Merge Healthcare Incorporated,4045.08,99,40.86,2013
Meridian Bioscience Inc.,34785.85,151,230.37,2013
Merit Medical Systems Inc,199885.13,312,640.66,2013
"Merz North America, Inc.",1032820.26,6447,160.2,2013
Merz Pharmaceuticals GmbH,407442.49,134,3040.62,2013
"Merz, Inc.",2433.78,28,86.92,2013
"Mesa Surgical, LLC",554875.94,5,110975.19,2013
"Metrex Research, LLC",15248.33,237,64.34,2013
"Metric Medical Devices, Inc.",136.26,5,27.25,2013
Mevion_Medical_Systems_Inc,387.0,3,129.0,2013
Michigan Mobile Urology Services LLC,87800.0,270,325.19,2013
MicroAire Surgical Instruments LLC,142570.1,117,1218.55,2013
"MicroVention, Inc.",202582.85,351,577.16,2013
Microgenics Corporation,39582.47,24,1649.27,2013
MicrolineSurgical Inc,25148.64,24,1047.86,2013
Micromed Inc,6062.27,27,224.53,2013
"Mid America Management, LLC",242412.22,2,121206.11,2013
"Mid-Atlantic Surgical Systems, LLC",34179.29,160,213.62,2013
Midmark Corporation,55801.03,53,1052.85,2013
Midsouth Orthopedics,4701.65,16,293.85,2013
Midwest Cryotherapy LP,90249.6,120,752.08,2013
"Midwest Surgical Alliance, LLC",53000.0,2,26500.0,2013
"Millennium Pharmaceuticals, Inc.",4658953.96,6779,687.26,2013
"Millennium Spine, LLC",390000.0,4,97500.0,2013
"Milliken Healthcare Products, LLC",7414.15,15,494.28,2013
"Mindray DS USA, Inc.",22346.2,90,248.29,2013
Minimally Invasive Devices Inc.,525.52,15,35.03,2013
Mission Pharmacal Company,117080.52,170,688.71,2013
Mitsubishi Electric Corporation,153.0,1,153.0,2013
Mobile Cryosurgical Partners LP,26313.0,28,939.75,2013
"Mobius Therapeutics, LLC",6200.0,5,1240.0,2013
Modern Orthopedic Consultants,2861.68,19,150.61,2013
Molnlycke Health Care AB,12010.91,6,2001.82,2013
"Molnlycke Health Care US, LLC",37887.49,178,212.85,2013
Monaghan Medical Corporation,12333.28,21,587.3,2013
Monteris Medical Corporation,32044.2,59,543.12,2013
Musculoskeletal Transplant Foundation Inc.,447826.59,763,586.93,2013
"Mydent International, Inc.",1332.5,23,57.93,2013
Mylan Institutional Inc.,4796.74,9,532.97,2013
Mylan Pharmaceuticals Inc.,51906.81,16,3244.18,2013
Mylan Specialty L.P.,1266740.1,17120,73.99,2013
"NDI Medical, LLC",34658.46,101,343.15,2013
"NEW WORLD MEDICAL,INC.",9539.07,2,4769.54,2013
"NIDEK CO., LTD.",272604.96,35,7788.71,2013
NOVARTIS PHARMACEUTICALS CORPORATION,1416293.77,1863,760.22,2013
"NPS Pharmaceuticals, Inc.",138308.94,893,154.88,2013
NSK AMERICA CORPORATION,99.76,6,16.63,2013
"NUVASIVE, INC.",1801897.71,1880,958.46,2013
"Nanosphere, Inc.",500.0,1,500.0,2013
Nashville Surgical Instruments LLC,688000.0,1,688000.0,2013
National Dentex Corporation,20041.0,568,35.28,2013
"Nautilus Neurosciences, Inc.",19655.91,362,54.3,2013
"Navidea Biopharmaceuticals, Inc.",3879.65,60,64.66,2013
"Neighborhood Diabetes, Inc.",10.19,1,10.19,2013
NeoMedix Corporation,119631.45,11,10875.59,2013
"Neomend, Inc.",2967.81,35,84.79,2013
Nestle HealthCare Nutrition Inc.,3500.0,2,1750.0,2013
"NeuWave Medical, Inc.",257690.9,79,3261.91,2013
"Neuro Kinetics, Inc.",19980.0,1,19980.0,2013
"NeuroLogica Corporation, A Subsidiary of Samsung Electronics",2256.77,24,94.03,2013
NeuroMetrix Inc,24813.5,9,2757.06,2013
"NeuroPace, Inc.",16581.99,91,182.22,2013
"NeuroTherm, Inc.",36495.61,93,392.43,2013
"Neuronetics, Inc.",86643.69,752,115.22,2013
"Neurotech NA, Inc.",6070.0,8,758.75,2013
New England Cryotherapy LP,13243.46,40,331.09,2013
"New Star Lasers, Inc.",17381.32,14,1241.52,2013
New Wave Surgical Corp.,76596.9,8,9574.61,2013
"New York Blood Center, Inc.",21155.57,28,755.56,2013
Nextremity Solutions Inc.,21830.84,89,245.29,2013
"Nexus-Dx, inc",12273.0,3,4091.0,2013
Nidek Incorporated,20615.27,2,10307.64,2013
Nihon Cochlear Co Ltd,5517.71,2,2758.86,2013
"Nihon Kohden America, Inc.",5867.08,20,293.35,2013
"NinePoint Medical, Inc.",300692.0,147,2045.52,2013
