Physician_Spec,Payment_Sum,Payment_Count,Payment_Mean,Year
Dental Providers|Dentist|Oral and Maxillofacial Radiology,29957.79,21,1426.56,2013
Dental Providers|Dentist|Oral and Maxillofacial Surgery,2409676.34,9088,265.15,2013
Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,2208066.01,6817,323.91,2013
Dental Providers|Dentist|Pediatric Dentistry,256366.13,1697,151.07,2013
Dental Providers|Dentist|Periodontics,2394018.6,6509,367.8,2013
Dental Providers|Dentist|Prosthodontics,2288296.1,3502,653.43,2013
Dental Providers|Denturist,1412.27,21,67.25,2013
Dietary & Nutritional Service Providers|Dietary Manager,344.45,9,38.27,2013
"Dietary & Nutritional Service Providers|Dietitian, Registered",1095.1,37,29.6,2013
"Dietary & Nutritional Service Providers|Dietitian, Registered|Nutrition, Metabolic",237.12,4,59.28,2013
"Dietary & Nutritional Service Providers|Dietitian, Registered|Nutrition, Pediatric",46.48,1,46.48,2013
Dietary & Nutritional Service Providers|Nutritionist,8869.07,33,268.76,2013
"Dietary & Nutritional Service Providers|Nutritionist|Nutrition, Education",28845.21,44,655.57,2013
"Emergency Medical Service Providers|Emergency Medical Technician, Basic",760.56,22,34.57,2013
"Emergency Medical Service Providers|Emergency Medical Technician, Intermediate",201.21,10,20.12,2013
"Emergency Medical Service Providers|Emergency Medical Technician, Paramedic",12.24,1,12.24,2013
Emergency Medical Service Providers|Personal Emergency Response Attendant,30978.07,213,145.44,2013
Eye and Vision Services Providers|Optometrist,8621388.44,69215,124.56,2013
Eye and Vision Services Providers|Optometrist|Corneal and Contact Management,623951.41,3002,207.85,2013
Eye and Vision Services Providers|Optometrist|Low Vision Rehabilitation,27811.15,217,128.16,2013
Eye and Vision Services Providers|Optometrist|Occupational Vision,5454.83,51,106.96,2013
Eye and Vision Services Providers|Optometrist|Pediatrics,12616.04,223,56.57,2013
Eye and Vision Services Providers|Optometrist|Sports Vision,3021.44,37,81.66,2013
Eye and Vision Services Providers|Optometrist|Vision Therapy,20628.93,299,68.99,2013
Eye and Vision Services Providers|Technician/Technologist,24.22,1,24.22,2013
Eye and Vision Services Providers|Technician/Technologist|Contact Lens,33.9,3,11.3,2013
Eye and Vision Services Providers|Technician/Technologist|Contact Lens Fitter,55.65,1,55.65,2013
Eye and Vision Services Providers|Technician/Technologist|Ophthalmic,4542.27,129,35.21,2013
Eye and Vision Services Providers|Technician/Technologist|Ophthalmic Assistant,16.96,1,16.96,2013
Eye and Vision Services Providers|Technician/Technologist|Optician,799.4,25,31.98,2013
Eye and Vision Services Providers|Technician/Technologist|Optometric Assistant,145.64,10,14.56,2013
Group|Multi-Specialty,4212.77,7,601.82,2013
Group|Single Specialty,34206.51,269,127.16,2013
Hospital Units|Epilepsy Unit,16.34,1,16.34,2013
Hospital Units|Psychiatric Unit,480.76,10,48.08,2013
Hospital Units|Rehabilitation Unit,437.49,9,48.61,2013
Hospitals|Chronic Disease Hospital|Children,1048.1,26,40.31,2013
Hospitals|General Acute Care Hospital,399.05,16,24.94,2013
Hospitals|General Acute Care Hospital|Children,6270.14,67,93.58,2013
Hospitals|General Acute Care Hospital|Critical Access,412306.59,1182,348.82,2013
Hospitals|General Acute Care Hospital|Rural,1488.18,26,57.24,2013
Hospitals|General Acute Care Hospital|Women,192.17,6,32.03,2013
Hospitals|Long Term Care Hospital,180.59,3,60.2,2013
Hospitals|Military Hospital,251.35,7,35.91,2013
Hospitals|Military Hospital|Military General Acute Care Hospital,2301.66,23,100.07,2013
Hospitals|Psychiatric Hospital,3166.87,109,29.05,2013
Hospitals|Special Hospital,1743.73,32,54.49,2013
Laboratories|Clinical Medical Laboratory,18875.83,40,471.9,2013
Laboratories|Physiological Laboratory,44.6,1,44.6,2013
Managed Care Organizations|Exclusive Provider Organization,805.67,46,17.51,2013
Managed Care Organizations|Health Maintenance Organization,23411.42,99,236.48,2013
Managed Care Organizations|Point of Service,819.51,22,37.25,2013
Managed Care Organizations|Preferred Provider Organization,4499.84,144,31.25,2013
Nursing & Custodial Care Facilities|Custodial Care Facility,161.28,5,32.26,2013
Nursing & Custodial Care Facilities|Nursing Facility/Intermediate Care Facility,115.88,2,57.94,2013
Nursing & Custodial Care Facilities|Skilled Nursing Facility,772.21,9,85.8,2013
Nursing Service Providers|Licensed Practical Nurse,287.04,6,47.84,2013
Nursing Service Providers|Licensed Vocational Nurse,89.94,3,29.98,2013
Nursing Service Providers|Registered Nurse,785.91,23,34.17,2013
Nursing Service Providers|Registered Nurse|Administrator,18.13,1,18.13,2013
Nursing Service Providers|Registered Nurse|Community Health,10.22,1,10.22,2013
Nursing Service Providers|Registered Nurse|Critical Care Medicine,2171.73,13,167.06,2013
Nursing Service Providers|Registered Nurse|Diabetes Educator,3800.46,11,345.5,2013
Nursing Service Providers|Registered Nurse|Emergency,76.91,1,76.91,2013
Nursing Service Providers|Registered Nurse|Enterostomal Therapy,94.5,1,94.5,2013
Nursing Service Providers|Registered Nurse|Gastroenterology,79448.82,1362,58.33,2013
Nursing Service Providers|Registered Nurse|General Practice,4905.25,205,23.93,2013
Nursing Service Providers|Registered Nurse|Nephrology,5874.13,21,279.72,2013
Nursing Service Providers|Registered Nurse|Neuroscience,62.43,4,15.61,2013
Nursing Service Providers|Registered Nurse|Occupational Health,14.15,1,14.15,2013
Nursing Service Providers|Registered Nurse|Oncology,133.25,9,14.81,2013
Nursing Service Providers|Registered Nurse|Ophthalmic,67380.86,33,2041.84,2013
Nursing Service Providers|Registered Nurse|Orthopedic,3224.96,5,644.99,2013
Nursing Service Providers|Registered Nurse|Otorhinolaryngology & Head-Neck,38.4,1,38.4,2013
Nursing Service Providers|Registered Nurse|Pain Management,2234.31,98,22.8,2013
Nursing Service Providers|Registered Nurse|Pediatrics,43.76,4,10.94,2013
Nursing Service Providers|Registered Nurse|Plastic Surgery,49.41,2,24.7,2013
Nursing Service Providers|Registered Nurse|Psych/Mental Health,559.83,6,93.3,2013
"Nursing Service Providers|Registered Nurse|Psych/Mental Health, Adult",107.41,1,107.41,2013
Nursing Service Providers|Registered Nurse|Registered Nurse First Assistant,46.26,2,23.13,2013
Nursing Service Providers|Registered Nurse|Rehabilitation,464.83,6,77.47,2013
Nursing Service Providers|Registered Nurse|Reproductive Endocrinology/Infertility,141.44,10,14.14,2013
Nursing Service Providers|Registered Nurse|School,37.23,2,18.62,2013
Nursing Service Providers|Registered Nurse|Urology,182269.07,475,383.72,2013
Nursing Service Providers|Registered Nurse|Wound Care,63.77,1,63.77,2013
Nursing Service Related Providers|Nurse's Aide,10.8,1,10.8,2013
Nursing Service Related Providers|Nursing Home Administrator,129.18,10,12.92,2013
Other Service Providers|Acupuncturist,7449.18,114,65.34,2013
Other Service Providers|Case Manager/Care Coordinator,113.97,4,28.49,2013
Other Service Providers|Community Health Worker,1004.37,17,59.08,2013
Other Service Providers|Contractor,26058.56,113,230.61,2013
Other Service Providers|Driver,214.17,6,35.7,2013
Other Service Providers|Health Educator,889.95,2,444.98,2013
Other Service Providers|Homeopath,19.96,1,19.96,2013
Other Service Providers|Interpreter,52.42,3,17.47,2013
Other Service Providers|Legal Medicine,575436.16,5437,105.84,2013
Other Service Providers|Meals,185.98,5,37.2,2013
"Other Service Providers|Medical Genetics, Ph.D. Medical Genetics",55835.26,485,115.12,2013
Other Service Providers|Midwife,122.16,7,17.45,2013
Other Service Providers|Military Health Care Provider,292470.26,477,613.15,2013
Other Service Providers|Naturopath,2920.76,35,83.45,2013
"Other Service Providers|Sleep Specialist, PhD",545.9,23,23.73,2013
Other Service Providers|Specialist,29453800.58,127753,230.55,2013
Other Service Providers|Specialist|Graphics Designer,35.47,2,17.74,2013
Other Service Providers|Specialist|Prosthetics Case Management,11.0,1,11.0,2013
Other Service Providers|Specialist|Research Study,176737.98,123,1436.89,2013
Other Service Providers|Veterinarian,26.33,2,13.16,2013
Pharmacy Service Providers|Pharmacist,16421.62,154,106.63,2013
Pharmacy Service Providers|Pharmacist|Oncology,7947.99,299,26.58,2013
Pharmacy Service Providers|Pharmacist|Pharmacist Clinician (PhC)/ Clinical Pharmacy Specialist,665.66,7,95.09,2013
Pharmacy Service Providers|Pharmacist|Pharmacotherapy,712.04,11,64.73,2013
Pharmacy Service Providers|Pharmacist|Psychiatric,143.79,2,71.9,2013
Pharmacy Service Providers|Pharmacy Technician,2983.03,9,331.45,2013
Physician Assistants & Advanced Practice Nursing Providers|Advanced Practice Midwife,168.86,10,16.89,2013
Physician Assistants & Advanced Practice Nursing Providers|Anesthesiologist Assistant,343.67,3,114.56,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist,184.08,16,11.5,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Acute Care,3000.0,1,3000.0,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Adult Health,1388.17,3,462.72,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Critical Care Medicine,203.59,19,10.72,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Family Health,23389.88,55,425.27,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Medical-Surgical,48.17,3,16.06,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Neuroscience,44.51,3,14.84,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Oncology,61.28,2,30.64,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Pediatrics,55.47,1,55.47,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Psych/Mental Health,136605.91,416,328.38,2013
"Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Psych/Mental Health, Adult",97.36,1,97.36,2013
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Women's Health,429.48,5,85.9,2013
"Physician Assistants & Advanced Practice Nursing Providers|Nurse Anesthetist, Certified Registered",2105.77,36,58.49,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner,6705.25,79,84.88,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Acute Care,54794.78,742,73.85,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Adult Health,4302.75,122,35.27,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Critical Care Medicine,4907.47,295,16.64,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Family,143.27,6,23.88,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Gerontology,9146.64,423,21.62,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Neonatal,44.68,3,14.89,2013
"Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Neonatal, Critical Care",23.07,1,23.07,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Obstetrics & Gynecology,248.57,52,4.78,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Pediatrics,2319.97,5,463.99,2013
"Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Pediatrics, Critical Care",6953.35,46,151.16,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Primary Care,3632.54,64,56.76,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Psych/Mental Health,153.72,2,76.86,2013
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Women's Health,5898.57,67,88.04,2013
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant,42840.59,402,106.57,2013
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant|Medical,52330.8,843,62.08,2013
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant|Surgical Technologist,11561.38,379,30.5,2013
"Podiatric Medicine & Surgery Service Providers|Assistant, Podiatric",3231.83,29,111.44,2013
Podiatric Medicine & Surgery Service Providers|Podiatrist,2643933.21,18228,145.05,2013
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,2740975.26,17127,160.04,2013
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot Surgery,142307.94,1799,79.1,2013
Podiatric Medicine & Surgery Service Providers|Podiatrist|General Practice,97.92,2,48.96,2013
Podiatric Medicine & Surgery Service Providers|Podiatrist|Primary Podiatric Medicine,191262.07,828,230.99,2013
Podiatric Medicine & Surgery Service Providers|Podiatrist|Public Medicine,15402.44,57,270.22,2013
Podiatric Medicine & Surgery Service Providers|Podiatrist|Radiology,498.55,9,55.39,2013
Podiatric Medicine & Surgery Service Providers|Podiatrist|Sports Medicine,57615.05,159,362.36,2013
"Residential Treatment Facilities|Community Based Residential Treatment Facility, Mental Illness",587.08,17,34.53,2013
"Residential Treatment Facilities|Residential Treatment Facility, Mental Retardation and/or Developmental Disabilities",68.28,5,13.66,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Anaplastologist",60.0,1,60.0,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Developmental Therapist",34.56,1,34.56,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Massage Therapist",40.82,3,13.61,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist",353.31,18,19.63,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist|Hand",21549.53,17,1267.62,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist|Pediatrics",120.0,1,120.0,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Orthotic Fitter",36.65,3,12.22,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Orthotist",10.02,1,10.02,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist",4169.16,67,62.23,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Electrophysiology, Clinical",5105.54,46,110.99,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Ergonomics",22.67,2,11.34,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Geriatrics",299.26,3,99.75,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Neurology",72.44,5,14.49,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Orthopedic",170.57,5,34.11,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Pediatrics",12.1,1,12.1,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Sports",31.68,2,15.84,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapy Assistant",105.5,4,26.38,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Pulmonary Function Technologist",6217.08,15,414.47,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Rehabilitation Counselor",5.76,2,2.88,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Rehabilitation Practitioner",40448.65,328,123.32,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified",482.07,28,17.22,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|Critical Care",144.71,3,48.24,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|General Care",381.12,14,27.22,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|Pulmonary Diagnostics",13.2,1,13.2,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Registered",142.15,2,71.08,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Registered|Palliative/Hospice",23.29,2,11.64,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Registered|Pulmonary Diagnostics",163.39,9,18.15,2013
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Specialist/Technologist",393.07,23,17.09,2013
